City/Town,Ward,Pct,"Valerie A. Stuart",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic
Brattleboro,,,"1,761",37,370,0,"2,168"
TOTALS,,,"1,761",37,370,0,"2,168"
