City/Town,Ward,Pct,"Thomas P. Terenzini",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican
"Rutland Town",,,"1,759",56,505,0,"2,320"
TOTALS,,,"1,759",56,505,0,"2,320"
