City/Town,Ward,Pct,"Donald H. Turner, Jr","Ron Hubert",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican,Republican
Milton,,,"3,387","2,765",83,"2,633",0,"8,868"
TOTALS,,,"3,387","2,765",83,"2,633",0,"8,868"
