City/Town,Ward,Pct,"Timothy R. Corcoran, II","Rachael Fields",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic
Bennington,,,"2,316","1,870",61,"1,997",0,"6,244"
TOTALS,,,"2,316","1,870",61,"1,997",0,"6,244"
