City/Town,Ward,Pct,"Barbara Smith Murphy","Mary Beerworth",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Independent,Republican
Fairfax,,,"1,194","1,136",3,96,2,"2,431"
TOTALS,,,"1,194","1,136",3,96,2,"2,431"
