City/Town,Ward,Pct,"Scott Beck","Janssen Willhoit","Scott Campbell","Philip Aldridge","Corey Raynor",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican,Republican,Democratic,Independent,Democratic
"St. Johnsbury",,,"1,655","1,234","1,155",722,461,8,865,4,"6,104"
TOTALS,,,"1,655","1,234","1,155",722,461,8,865,4,"6,104"
