City/Town,Ward,Pct,"Amy Sheldon","Robin Scheu","Jill Charbonneau",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic/Progressive,Democratic,Progressive
Middlebury,,,"2,211","1,938","1,378",38,"1,874",7,"7,446"
TOTALS,,,"2,211","1,938","1,378",38,"1,874",7,"7,446"
