City/Town,Ward,Pct,"Marcia Lawrence Gardner","Steve May","Alex M. Holcomb",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Progressive,Independent
Richmond,,,"1,324",470,446,10,312,2,"2,564"
TOTALS,,,"1,324",470,446,10,312,2,"2,564"
