City/Town,Ward,Pct,"Douglas Gage",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican
"Rutland City",,,"1,268",59,357,0,"1,684"
TOTALS,,,"1,268",59,357,0,"1,684"
