City/Town,Ward,Pct,"Mary A. Morrissey","Kiah Morris",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican,Democratic
Bennington,,,"2,143","1,757",24,"2,174",0,"6,098"
TOTALS,,,"2,143","1,757",24,"2,174",0,"6,098"
