City/Town,Ward,Pct,"Peter Fagan",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican
"Rutland City",,,"1,788",42,449,0,"2,279"
TOTALS,,,"1,788",42,449,0,"2,279"
