City/Town,Ward,Pct,"Carl J. Rosenquist","Caroline Bright",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican,Democratic
Georgia,,,"1,518",859,0,70,2,"2,449"
TOTALS,,,"1,518",859,0,70,2,"2,449"
