City/Town,Ward,Pct,"Alice M. Emmons","Robert ""Bob"" Forguites","Scott G. Frye","Dennis Pine","George T. McNaughton",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican,Independent
Springfield,,,"1,672","1,412","1,287","1,168","1,039",7,"1,088",15,"7,688"
TOTALS,,,"1,672","1,412","1,287","1,168","1,039",7,"1,088",15,"7,688"
