City/Town,Ward,Pct,"Larry ""Cooper"" Cupoli",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican
"Rutland City",,,"1,484",42,335,0,"1,861"
TOTALS,,,"1,484",42,335,0,"1,861"
