City/Town,Ward,Pct,"Martin Lalonde",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic
"S. Burlington",,,"2,126",19,481,6,"2,632"
TOTALS,,,"2,126",19,481,6,"2,632"
