City/Town,Ward,Pct,"Kevin ""Coach"" Christie","Gabrielle Lucke","Kevin ""Sarge"" Stuart","Charlie Davenport",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Hartford,,,"2,420","2,143",981,924,17,"1,420",5,"7,910"
TOTALS,,,"2,420","2,143",981,924,17,"1,420",5,"7,910"
