City/Town,Ward,Pct,"Francis ""Topper"" McFaun","Rob Laclair","Dottye Ricks",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic/Republican,Republican,Progressive/Democratic
"Barre Town",,,"2,945","2,488","1,228",7,"1,899",13,"8,580"
TOTALS,,,"2,945","2,488","1,228",7,"1,899",13,"8,580"
