City/Town,Ward,Pct,"Jean O'Sullivan",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic
Burlington,,,"1,858",26,8,4,"1,896"
TOTALS,,,"1,858",26,8,4,"1,896"
