City/Town,Ward,Pct,"Maida F. Townsend",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic
"S. Burlington",,,"1,933",21,374,35,"2,363"
TOTALS,,,"1,933",21,374,35,"2,363"
