City/Town,Ward,Pct,"Mary M. Sullivan","Johannah Leddy Donovan",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,,,"3,451","3,313",50,"3,126",0,"9,940"
TOTALS,,,"3,451","3,313",50,"3,126",0,"9,940"
