City/Town,Ward,Pct,"Mollie S. Burke","Adam Salviani",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Progressive/Democratic,Independent
Brattleboro,,,"1,445",321,6,111,2,"1,885"
TOTALS,,,"1,445",321,6,111,2,"1,885"
