City/Town,Ward,Pct,"Carol Ode","Kurt Wright","Joanna Cole","Mike McGarghan",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican
Burlington,,,"2,559","2,135","2,068",729,17,"1,494",0,"9,002"
TOTALS,,,"2,559","2,135","2,068",729,17,"1,494",0,"9,002"
