City/Town,Ward,Pct,"Jim McCullough","Terry Macaig","Joy Limoge","Doug Aitken","David Morris",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican,Independent
Williston,,,"2,903","2,476","2,171","1,829",457,7,"1,558",17,"11,418"
TOTALS,,,"2,903","2,476","2,171","1,829",457,7,"1,558",17,"11,418"
