City/Town,Ward,Pct,"Selene Colburn","Brian Cina",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Progressive/Democratic,Progressive/Democratic
Burlington,,,"1,691","1,506",32,"1,633",0,"4,862"
TOTALS,,,"1,691","1,506",32,"1,633",0,"4,862"
