City/Town,Ward,Pct,"Ann Pugh","Sam Handy",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Republican
"S. Burlington",,,"1,669","1,197",2,167,2,"3,037"
TOTALS,,,"1,669","1,197",2,167,2,"3,037"
