City/Town,Ward,Pct,"Jim Condon","Curt Taylor","Joey A. Purvis","Patrick Liebrecht",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Colchester,,,"1,828","1,443","1,418",658,10,"1,419",2,"6,778"
TOTALS,,,"1,828","1,443","1,418",658,10,"1,419",2,"6,778"
