City/Town,Ward,Pct,"Pat Brennan","Maureen P. Dakin",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Republican,Democratic
Colchester,,,"2,784","2,532",25,"3,751",90,"9,182"
TOTALS,,,"2,784","2,532",25,"3,751",90,"9,182"
