City/Town,Ward,Pct,"Helen Head",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic
"S. Burlington",,,"2,063",25,449,13,"2,550"
TOTALS,,,"2,063",25,449,13,"2,550"
