City/Town,Ward,Pct,"Jill Krowinski","Curt McCormack",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,,,"2,603","2,139",56,"2,526",0,"7,324"
TOTALS,,,"2,603","2,139",56,"2,526",0,"7,324"
