City/Town,Ward,Pct,"Tristan Toleno",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic
Brattleboro,,,"1,611",17,324,0,"1,952"
TOTALS,,,"1,611",17,324,0,"1,952"
