City/Town,Ward,Pct,"Alice Miller","Bob Perry",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Shaftsbury,,,"1,196",989,6,0,"2,191"
TOTALS,,,"1,196",989,6,0,"2,191"
