City/Town,Ward,Pct,"Francis K. Brooks","Warren F. Kitzmiller",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Montpelier,,,"3,795","3,684",40,0,"7,519"
TOTALS,,,"3,795","3,684",40,0,"7,519"
