City/Town,Ward,Pct,"Kurt Wright","Bill Aswad","Russell Ellis","Gene Shaver",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Republican
Burlington,,,"2,117","2,066","1,687","1,185",15,0,"7,070"
TOTALS,,,"2,117","2,066","1,687","1,185",15,0,"7,070"
