City/Town,Ward,Pct,"Robert H. Wood, Jr","Mitchell Pearl",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
Brandon,,,"1,242",689,1,0,"1,932"
TOTALS,,,"1,242",689,1,0,"1,932"
