City/Town,Ward,Pct,"Kathleen C. Keenan","Alan Parent","Shaun A. Trombley","Michael Biggie",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican
"St. Albans City",,,"1,506","1,050","1,037",987,8,0,"4,588"
TOTALS,,,"1,506","1,050","1,037",987,8,0,"4,588"
