City/Town,Ward,Pct,"Patrick Brennan","Kathrine Niquette",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican
Colchester,,,"3,071","2,148",47,0,"5,266"
TOTALS,,,"3,071","2,148",47,0,"5,266"
