City/Town,Ward,Pct,"Daryl L. Pillsbury",Write-Ins,Blanks,"Total Votes Cast"
,,,Independent
Brattleboro,,,"1,525",23,0,"1,548"
TOTALS,,,"1,525",23,0,"1,548"
