City/Town,Ward,Pct,"Peter D. Hunt","Tim Jerman","Suzanne Braunegg","Matthew Stevens",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Essex,,,"2,589","2,442","1,983","1,484",6,0,"8,504"
TOTALS,,,"2,589","2,442","1,983","1,484",6,0,"8,504"
