City/Town,Ward,Pct,"Virginia A. Milkey",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
Brattleboro,,,"1,907",17,0,"1,924"
TOTALS,,,"1,907",17,0,"1,924"
