City/Town,Ward,Pct,"Francis McFaun","Thomas F. Koch","Charles Castle","John B. Paterson",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
"Barre Town",,,"2,430","2,140","2,078",807,8,0,"7,463"
TOTALS,,,"2,430","2,140","2,078",807,8,0,"7,463"
