City/Town,Ward,Pct,"Clint Martin","Alice M. Emmons","John Follett","Franklin Poole",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Springfield,,,"2,539","2,278","1,932","1,190",5,0,"7,944"
TOTALS,,,"2,539","2,278","1,932","1,190",5,0,"7,944"
