City/Town,Ward,Pct,"Leo M. Valliere","Tom Luce",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Barre City",,,"1,041",891,3,0,"1,935"
TOTALS,,,"1,041",891,3,0,"1,935"
