City/Town,Ward,Pct,"Harry S. Monti",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
"Barre City",,,"1,290",50,0,"1,340"
TOTALS,,,"1,290",50,0,"1,340"
