City/Town,Ward,Pct,"Mary A. Morrissey","Anne Lamy Mook","Albert C. Krawczyk","Claude Delucia",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican,Progressive
Bennington,,,"2,214","1,578","1,522",650,3,0,"5,967"
TOTALS,,,"2,214","1,578","1,522",650,3,0,"5,967"
