City/Town,Ward,Pct,"Christopher Louras","Ted Lindgren",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Rutland City",,,"1,414",820,7,0,"2,241"
TOTALS,,,"1,414",820,7,0,"2,241"
