City/Town,Ward,Pct,"Lynn Bohi","Michael Kainen",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Hartford,,,"2,450","2,209",31,0,"4,690"
TOTALS,,,"2,450","2,209",31,0,"4,690"
