City/Town,Ward,Pct,"Jim McCullough","Mary Peterson","Shelley Palmer",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican
Williston,,,"3,386","3,000","1,566",9,0,"7,961"
TOTALS,,,"3,386","3,000","1,566",9,0,"7,961"
