City/Town,Ward,Pct,"Ann Pugh","Wendy Schroeder",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"S. Burlington",,,"1,649","1,116",2,0,"2,767"
TOTALS,,,"1,649","1,116",2,0,"2,767"
