City/Town,Ward,Pct,"John Patrick Tracy","Jason P. Lorber","Barbara Nolfi","Rebecca Taylor",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Progressive,Progressive
Burlington,,,"2,184","1,749","1,573",983,24,0,"6,513"
TOTALS,,,"2,184","1,749","1,573",983,24,0,"6,513"
