City/Town,Ward,Pct,"Bill Lippert","Margery Sharp",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Hinesburg,,,"1,371",835,3,0,"2,209"
TOTALS,,,"1,371",835,3,0,"2,209"
