City/Town,Ward,Pct,"Denise Begins Barnard","Curran Robinson",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Richmond,,,"1,366","1,033",3,0,"2,402"
TOTALS,,,"1,366","1,033",3,0,"2,402"
