City/Town,Ward,Pct,"David Zuckerman","Bob Kiss",Write-Ins,Blanks,"Total Votes Cast"
,,,Progressive,Progressive
Burlington,,,"2,424","2,095",65,0,"4,584"
TOTALS,,,"2,424","2,095",65,0,"4,584"
