City/Town,Ward,Pct,"Malcolm Severance","Jim Condon","John Zenie","Joyce S. Sweeney",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Republican
Colchester,,,"1,683","1,462","1,338","1,170",4,0,"5,657"
TOTALS,,,"1,683","1,462","1,338","1,170",4,0,"5,657"
