City/Town,Ward,Pct,"Doran D. Metzger","Kevin J. Endres","Mary Ann Duffy Godin","Lorinda Henry",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
Milton,,,"2,412","2,367","1,420",643,5,0,"6,847"
TOTALS,,,"2,412","2,367","1,420",643,5,0,"6,847"
