City/Town,Ward,Pct,"David T. Clark","Don Bostic",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican
"St. Johnsbury",,,"2,381","2,277",97,0,"4,755"
TOTALS,,,"2,381","2,277",97,0,"4,755"
