City/Town,Ward,Pct,"Thomas Depoy","Jessica Falker",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Rutland City",,,"1,187",717,3,0,"1,907"
TOTALS,,,"1,187",717,3,0,"1,907"
