City/Town,Ward,Pct,"John Follett","Alice M. Emmons","Carol A. Cole","Howard Fairman",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican,Democratic
Springfield,,,"2,071","1,824","1,697",935,7,0,"6,534"
TOTALS,,,"2,071","1,824","1,697",935,7,0,"6,534"
