City/Town,Ward,Pct,"Donald V. Webster","Sarah Edwards","Lynn Corum",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Progressive,Republican
Brattleboro,,,695,591,369,14,0,"1,669"
TOTALS,,,695,591,369,14,0,"1,669"
