City/Town,Ward,Pct,"Virginia Duffy","Mary C. Mazzariello",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Rutland City",,,"1,017",878,10,0,"1,905"
TOTALS,,,"1,017",878,10,0,"1,905"
