City/Town,Ward,Pct,"Michael Kainen","Lynn Bohi","Ralph W. Lehman","Richard G. Grassi",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Republican
Hartford,,,"1,632","1,612","1,442","1,337",22,0,"6,045"
TOTALS,,,"1,632","1,612","1,442","1,337",22,0,"6,045"
