City/Town,Ward,Pct,"Francis K. Brooks","Karen B. Kitzmiller","Michael R. Doyle","Jill R. McDermott",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Montpelier,,,"2,807","2,785","1,086",972,12,0,"7,662"
TOTALS,,,"2,807","2,785","1,086",972,12,0,"7,662"
