City/Town,Ward,Pct,"Leo M. Valliere","Donna D. Stratton",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Barre City",,,927,789,5,0,"1,721"
TOTALS,,,927,789,5,0,"1,721"
