City/Town,Ward,Pct,"Mary A. Morrissey","Albert C. Krawczyk","Judy Murphy",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic
Bennington,,,"1,935","1,595","1,168",0,0,"4,698"
TOTALS,,,"1,935","1,595","1,168",0,0,"4,698"
