City/Town,Ward,Pct,"Malcolm Severance","Michael C. Vinton","Joey A. Purvis","Paul G. Blacketor",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican,Democratic
Colchester,,,"2,028","1,932","1,787","1,129",94,0,"6,970"
TOTALS,,,"2,028","1,932","1,787","1,129",94,0,"6,970"
